City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
460,Shingu,JP,33.7333,135.9833,67.44,92,100,10.8,light rain
461,Tilichiki,RU,60.4667,166.1,19.22,88,100,6.53,overcast clouds
462,Hualmay,PE,-11.0964,-77.6139,63.75,83,58,9.33,broken clouds
463,Saldanha,ZA,-33.0117,17.9442,60.55,87,1,8.88,clear sky
464,Acajutla,SV,13.5928,-89.8275,79.57,83,43,4.56,scattered clouds
465,Yerbogachen,RU,61.2767,108.0108,-11.29,99,53,1.57,broken clouds
466,Paka,MY,4.6374,103.4368,78.39,83,100,4.59,overcast clouds
467,Sisimiut,GL,66.9395,-53.6735,20.5,75,100,2.04,overcast clouds
468,Margate,GB,51.3813,1.3862,54.9,97,70,1.99,broken clouds
469,Payakumbuh,ID,-0.2202,100.6308,74.46,92,99,3.04,overcast clouds
470,Kahului,US,20.8947,-156.47,79.97,79,30,11.01,scattered clouds
471,Unterseen,CH,46.6853,7.8472,42.21,40,27,4.16,scattered clouds
472,Pasco,US,28.292,-82.4165,71.46,69,5,3.78,clear sky
473,Salinopolis,BR,-0.6136,-47.3561,80.24,77,57,11.23,broken clouds
474,Sao Francisco Do Sul,BR,-26.2433,-48.6381,66.96,95,91,4.88,overcast clouds
475,Hambantota,LK,6.1241,81.1185,73.74,100,40,1.14,scattered clouds
476,Kholmogory,RU,64.2229,41.656,34.48,87,100,13.11,overcast clouds
477,Najran,SA,17.4924,44.1277,59.65,45,0,1.05,clear sky
478,Jalu,LY,29.0331,21.5482,64.54,51,84,5.91,broken clouds
479,Laiyang,CN,36.9758,120.7136,46.06,50,8,17.94,clear sky
480,Kargasok,RU,59.0556,80.8572,27.21,91,97,6.91,overcast clouds
481,Labuhan,ID,-6.8844,112.2051,82.06,78,100,7.23,overcast clouds
482,Guararapes,BR,-21.2608,-50.6428,72.48,75,42,3.8,scattered clouds
483,Port Lincoln,AU,-34.7333,135.8667,64.35,60,18,25.95,few clouds
484,Saravan,AM,39.7196,45.6483,31.6,70,4,4.21,clear sky
485,Botesti,RO,46.8,27.8833,36.28,66,7,2.3,clear sky
486,Ravar,IR,31.2656,56.8055,53.91,71,100,3.78,overcast clouds
487,Urdoma,RU,61.7533,48.5442,36.32,99,100,4.59,overcast clouds
488,Buala,SB,-8.145,159.5921,84.18,72,100,5.28,light rain
489,Khed Brahma,IN,24.0333,73.05,66.9,41,5,3.89,clear sky
490,Aguazul,CO,5.1728,-72.5471,73.94,92,98,2.53,overcast clouds
491,Elko,US,41.0002,-115.5012,25.23,80,100,1.99,overcast clouds
492,Bilibino,RU,68.0546,166.4372,-2.74,100,100,2.53,overcast clouds
493,Cuencame,MX,24.8711,-103.6964,60.51,49,26,3.85,scattered clouds
494,Bairiki,KI,1.3292,172.9752,80.46,66,27,12.73,scattered clouds
495,Noumea,NC,-22.2763,166.4572,80.58,77,100,15.23,overcast clouds
496,Cayenne,GF,4.9333,-52.3333,75.24,94,0,0.0,clear sky
497,Road Town,VG,18.4167,-64.6167,81.0,76,3,14.74,clear sky
498,Arari,BR,-3.4536,-44.78,74.84,95,39,3.58,scattered clouds
499,Dori,BF,14.0354,-0.0345,82.54,28,21,9.4,few clouds
500,Paratinga,BR,-12.6906,-43.1842,70.95,92,100,3.76,overcast clouds
501,Nacogdoches,US,31.6002,-94.6335,40.78,78,36,5.95,scattered clouds
502,Cristalina,BR,-16.7686,-47.6136,63.1,90,91,6.11,overcast clouds
503,Mehamn,NO,71.0357,27.8492,31.95,93,94,6.91,snow
504,Kloulklubed,PW,7.0419,134.2556,84.7,74,83,14.74,broken clouds
505,Aguililla,MX,18.7333,-102.7333,68.5,89,3,4.88,clear sky
506,Camacha,PT,33.0833,-16.3333,63.82,82,20,1.14,few clouds
507,Aden,YE,12.7794,45.0367,78.44,77,4,15.12,clear sky
508,Nikologory,RU,56.1413,41.9922,44.92,67,100,20.49,overcast clouds
509,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,76.98,79,100,2.71,overcast clouds
510,Brasileia,BR,-11.0161,-68.7481,82.31,54,98,3.11,overcast clouds
511,Telenesti,MD,47.4997,28.3656,44.42,71,100,3.76,overcast clouds
512,Rawson,AR,-43.3002,-65.1023,57.36,71,89,15.14,overcast clouds
513,Bondo,CD,3.8146,23.6866,68.13,97,100,1.79,overcast clouds
514,Puerto Cabezas,NI,14.0351,-83.3888,78.03,86,19,6.29,few clouds
515,Polunochnoye,RU,60.8697,60.4153,10.51,94,100,9.4,light snow
516,Erzin,TR,36.9559,36.2,60.91,39,0,4.9,clear sky
517,Siilinjarvi,FI,63.0833,27.6667,41.02,75,100,18.41,overcast clouds
518,Selty,RU,57.3132,52.1345,39.38,97,100,8.57,light rain
519,Guerrero Negro,MX,27.9769,-114.0611,64.24,51,8,11.99,clear sky
520,Sandwick,GB,60.0,-1.25,51.62,100,100,11.5,mist
521,Richards Bay,ZA,-28.783,32.0377,75.13,86,100,14.88,light rain
522,Buzovna,AZ,40.5179,50.1139,44.69,100,0,6.91,mist
523,Lanja,IN,16.85,73.55,70.02,65,100,5.57,overcast clouds
524,Lashio,MM,22.9333,97.75,66.97,66,0,0.98,clear sky
525,Kapit,MY,2.0167,112.9333,86.58,63,65,2.48,broken clouds
526,Gamba,GA,-2.65,10.0,74.88,91,100,5.46,light rain
527,Paragominas,BR,-2.9667,-47.4833,73.29,95,35,2.08,scattered clouds
528,Matagami,CA,49.7502,-77.6328,21.31,86,100,12.66,overcast clouds
529,Tucuman,AR,-26.8241,-65.2226,66.27,94,87,2.64,light rain
530,Adelaide,AU,-34.9333,138.6,69.17,67,75,16.11,broken clouds
531,Vysokopillya,UA,47.4919,33.5306,42.75,83,4,11.25,clear sky
532,Point Fortin,TT,10.1833,-61.6833,78.85,83,41,9.73,scattered clouds
533,Tevaitoa,PF,-16.7833,-151.5,75.51,87,100,17.72,moderate rain
534,Turbat,PK,26.0023,63.044,76.06,55,6,2.46,clear sky
535,Buchanan,LR,5.8808,-10.0467,77.61,83,100,2.28,overcast clouds
536,Urusha,RU,54.05,122.9,11.52,80,62,1.57,broken clouds
537,Badin,PK,24.656,68.8384,72.23,50,4,4.34,clear sky
538,Ramapuram,IN,13.1167,79.2,72.43,90,100,2.75,overcast clouds
539,Champerico,GT,14.3,-91.9167,79.57,79,15,2.75,few clouds
540,Marsaxlokk,MT,35.8419,14.5431,63.21,94,20,4.61,few clouds
541,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,69.19,82,9,3.62,clear sky
542,Hojai,IN,26.0,92.8667,67.46,89,0,1.88,clear sky
543,Plettenberg Bay,ZA,-34.0527,23.3716,61.57,77,11,11.97,few clouds
544,San Lawrenz,MT,36.0553,14.204,62.01,66,100,13.44,overcast clouds
545,Trairi,BR,-3.2778,-39.2689,78.66,76,99,9.28,overcast clouds
546,Tulsipur,NP,28.131,82.2973,58.26,54,0,4.59,clear sky
547,Shache,CN,38.4167,77.2406,36.09,39,4,1.05,clear sky
548,Dicabisagan,PH,17.0818,122.4157,84.76,72,17,5.66,few clouds
549,San Luis,AR,-33.295,-66.3356,59.4,93,81,10.51,moderate rain
550,Makaryev,RU,57.8797,43.8069,42.06,90,99,15.08,overcast clouds
551,Chapar,IN,26.2667,90.4667,68.32,80,0,5.66,clear sky
552,Santa Maria,BR,-29.6842,-53.8069,69.51,87,100,4.9,heavy intensity rain
553,Waddan,LY,29.1614,16.139,60.08,50,0,4.74,clear sky
554,Nova Olinda Do Norte,BR,-3.8881,-59.0942,80.8,54,95,2.89,overcast clouds
555,Bubaque,GW,11.2833,-15.8333,82.06,65,16,8.12,few clouds
556,Karatuzskoye,RU,53.6072,92.8667,27.0,94,100,7.56,light snow
557,Egvekinot,RU,66.3167,-179.1667,-2.56,92,100,2.3,overcast clouds
558,Tommot,RU,58.9564,126.2925,22.3,71,100,13.8,overcast clouds
559,Esso,RU,55.9333,158.7,16.56,82,100,2.91,overcast clouds
560,Wuxi,CN,31.5689,120.2886,54.95,67,100,10.92,overcast clouds
561,Saint-Francois,FR,46.4154,3.9054,44.04,100,100,1.14,fog
562,Samarkand,UZ,39.6542,66.9597,33.22,86,92,4.61,overcast clouds
563,Kirakira,SB,-10.4544,161.9205,84.2,70,100,5.77,overcast clouds
564,Toktogul,KG,41.8708,72.9402,30.22,54,0,3.74,clear sky
565,Novoagansk,RU,61.9449,76.6625,21.29,95,95,9.35,overcast clouds
566,Corozal,CO,9.3151,-75.2928,74.44,95,100,5.82,overcast clouds
567,Vila Do Maio,CV,15.1333,-23.2167,75.99,77,10,11.7,clear sky
568,Yumen,CN,40.2833,97.2,34.38,39,50,13.0,scattered clouds
569,Dubti,ET,11.7361,41.0853,75.11,69,2,7.92,clear sky
570,Khomutovo,RU,52.4658,104.4025,7.41,85,45,1.79,scattered clouds
571,Cuenca,EC,-2.8833,-78.9833,54.99,94,100,0.69,light rain
572,Sobolevo,RU,54.4299,31.8996,45.57,79,8,15.99,clear sky
573,Nizwa,OM,22.9333,57.5333,68.49,52,0,1.28,clear sky
574,Gornyy,RU,55.1153,83.9059,32.14,97,100,16.31,light snow
575,Aitape,PG,-3.1374,142.3475,84.7,72,100,3.44,light rain
576,Malakal,SS,9.5334,31.6605,72.01,29,100,4.25,overcast clouds
577,Fort Nelson,CA,58.8053,-122.7002,17.94,90,100,1.99,overcast clouds
578,Point Pedro,LK,9.8167,80.2333,79.07,81,99,4.05,light rain
579,Mitu,CO,1.1983,-70.1733,72.81,98,100,0.45,light rain
580,Ziro,IN,27.6333,93.8333,47.14,80,17,2.24,few clouds
581,Kiunga,PG,-6.1219,141.2906,92.07,52,100,3.49,light rain
582,Tetiz,MX,20.9667,-89.9333,73.71,81,2,4.47,clear sky
583,Eyrarbakki,IS,63.863,-21.1481,42.21,82,58,14.58,broken clouds
584,Veraval,IN,20.9,70.3667,76.24,44,0,11.72,clear sky
585,Saint-Louis,SN,16.3333,-15.0,80.92,10,100,9.06,overcast clouds
586,Astaneh-Ye Ashrafiyeh,IR,37.2596,49.9444,53.24,90,2,2.57,clear sky
587,Mgachi,RU,51.05,142.2667,26.4,63,44,4.83,scattered clouds
588,Kamenka,RU,51.3223,42.7678,50.13,70,82,22.86,broken clouds
589,Kahone,SN,14.15,-16.0333,75.04,39,96,4.03,overcast clouds
590,Carambei,BR,-24.9178,-50.0972,58.82,96,98,5.37,moderate rain
591,Kasihan,ID,-7.8269,110.3292,81.37,76,100,3.42,overcast clouds
592,Saint-Pierre,RE,-21.3393,55.4781,77.58,52,0,5.75,clear sky
593,Chalatenango,SV,14.0333,-88.9333,74.57,96,66,2.44,broken clouds
594,San Quintin,MX,30.4833,-115.95,61.48,60,100,10.13,overcast clouds
595,Muros,ES,42.7762,-9.0603,59.68,87,100,10.56,overcast clouds
596,Darhan,MN,49.4867,105.9228,22.82,51,16,4.61,few clouds
597,Maniitsoq,GL,65.4167,-52.9,28.08,67,84,1.07,broken clouds
598,Clyde River,CA,70.4692,-68.5914,-10.16,91,42,6.15,scattered clouds
599,Batemans Bay,AU,-35.7167,150.1833,70.11,59,92,8.5,light rain
600,Tonota,BW,-21.4833,27.4833,67.32,83,100,4.72,overcast clouds
601,Hay River,CA,60.8156,-115.7999,16.36,91,76,10.96,broken clouds
602,Liverpool,GB,53.4106,-2.9779,56.14,94,0,10.36,clear sky
603,Along,IN,28.1667,94.7667,63.34,61,37,0.89,scattered clouds
604,Mitzic,GA,0.7821,11.549,66.31,99,27,0.56,scattered clouds
605,La Romana,DO,18.4273,-68.9728,74.86,89,23,8.43,few clouds
606,Tailai,CN,46.3833,123.4,29.61,36,0,5.03,clear sky
607,Ewa Beach,US,21.3156,-158.0072,79.84,67,100,9.22,overcast clouds
608,Jibuti,DJ,11.5,42.5,71.06,82,2,8.59,clear sky
609,Mityana,UG,0.4175,32.0228,60.31,98,100,1.7,overcast clouds
610,Severomorsk,RU,69.0689,33.4162,34.2,76,100,14.79,overcast clouds
611,Putina,PE,-15.4667,-69.4333,47.93,49,2,11.52,clear sky
612,Meadow Lake,US,34.8014,-106.5436,44.13,39,0,5.03,clear sky
613,Avon Park,US,27.5959,-81.5062,70.81,87,1,5.75,clear sky
614,Otse,BW,-25.0167,25.7333,59.56,92,19,1.03,few clouds
615,El Alto,PE,-4.2714,-81.2147,60.98,86,77,10.42,broken clouds
616,Sibu,MY,2.3,111.8167,87.28,65,26,2.42,scattered clouds
617,Tanout,NE,14.9709,8.8879,69.62,25,5,10.8,clear sky
618,Portland,US,45.5234,-122.6762,45.93,76,6,0.56,clear sky
619,Deputatskiy,RU,69.3,139.9,-23.31,100,80,2.17,broken clouds
620,Devils Lake,US,48.1128,-98.8651,12.31,100,82,2.98,broken clouds
621,Manaure,CO,11.7751,-72.4445,80.13,81,100,9.69,overcast clouds
622,Kokopo,PG,-4.352,152.2633,83.8,71,79,1.88,moderate rain
623,Flin Flon,CA,54.7682,-101.865,11.26,96,83,6.89,broken clouds
624,Dingli,MT,35.8614,14.3822,60.96,94,20,4.61,few clouds
625,Raudeberg,NO,61.9875,5.1352,50.67,63,75,6.13,broken clouds
626,Ahipara,NZ,-35.1667,173.1667,65.68,68,55,9.8,broken clouds
627,Tecpan,GT,14.7623,-90.9947,56.89,91,30,4.14,scattered clouds
628,Oriximina,BR,-1.7656,-55.8661,81.07,64,79,2.66,broken clouds
629,Klyuchi,RU,52.2667,79.1667,34.12,97,100,19.93,light snow
630,Kemin,KG,42.7846,75.6892,30.74,57,0,7.45,clear sky
631,Irtyshskiy,RU,58.3333,68.1333,30.56,95,100,7.94,light snow
632,Flinders,AU,-34.5833,150.8552,78.06,80,100,5.99,overcast clouds
633,Labytnangi,RU,66.6572,66.4183,-1.26,92,100,10.74,overcast clouds
634,Steamboat Springs,US,40.485,-106.8317,28.96,67,0,0.0,clear sky
635,Ambanja,MG,-13.6833,48.45,72.59,90,3,1.79,clear sky
636,Ginir,ET,7.1333,40.7,54.63,84,10,4.29,light rain
637,Talnakh,RU,69.4865,88.3972,-27.0,91,10,3.44,clear sky
638,Rach Gia,VN,10.0167,105.0833,82.02,78,23,5.75,few clouds
639,Esperantinopolis,BR,-4.8667,-44.7083,76.53,89,42,2.91,scattered clouds
640,Kyabram,AU,-36.3167,145.05,74.12,77,100,13.62,light rain
641,Ventspils,LV,57.3894,21.5606,42.73,100,8,0.0,fog
642,Middle Island,US,40.8843,-72.9373,61.29,84,20,0.0,few clouds
643,Asyut,EG,27.181,31.1837,62.28,67,0,7.38,clear sky
644,Balakhninskiy,RU,58.0106,114.2769,23.88,84,100,9.17,overcast clouds
645,Selaphum,TH,16.0299,103.9383,86.09,64,27,11.72,scattered clouds
646,Amapa,BR,1.0,-52.0,74.12,89,52,3.74,broken clouds
647,Dangara,IN,29.6799,75.8931,62.01,37,6,4.85,clear sky
648,Rahuri,IN,19.3833,74.65,66.54,69,8,4.03,clear sky
649,Ust-Ishim,RU,57.6935,71.1665,28.58,96,100,4.61,overcast clouds
650,Mabaruma,GY,8.2,-59.7833,74.71,97,100,2.95,overcast clouds
651,Loyga,RU,61.0784,44.6075,36.88,95,100,10.18,overcast clouds
652,Trelew,AR,-43.249,-65.3051,58.46,67,97,15.14,overcast clouds
653,Roebourne,AU,-20.7833,117.1333,88.93,17,1,20.76,clear sky
654,Winslow,US,35.0242,-110.6974,39.38,45,0,6.91,clear sky
655,Brewster,US,41.3973,-73.6171,59.34,81,93,2.98,overcast clouds
656,Basoko,CD,1.2391,23.616,71.11,93,100,4.59,overcast clouds
657,Vanimo,PG,-2.6741,141.3028,82.8,77,100,2.95,heavy intensity rain
658,Bintulu,MY,3.1667,113.0333,83.39,73,99,3.38,overcast clouds
659,Beitbridge,ZW,-22.2167,30.0,76.06,69,100,4.9,overcast clouds
660,Galveston,US,29.3669,-94.9669,54.97,60,37,3.0,scattered clouds
661,Manbij,SY,36.5281,37.9549,55.99,47,0,6.04,clear sky
662,Garowe,SO,8.4054,48.4845,71.73,76,7,11.32,clear sky
663,Byron Bay,AU,-28.65,153.6167,85.71,62,4,17.58,clear sky
664,Sukhinichi,RU,54.0999,35.3425,46.11,82,20,17.09,few clouds
665,Dalvik,IS,65.9702,-18.5286,36.63,77,57,9.24,broken clouds
666,Berwick,US,41.0545,-76.2333,56.32,89,100,1.99,overcast clouds
667,Udachnyy,RU,66.4167,112.4,-16.02,95,99,13.47,overcast clouds
668,Afua,BR,-0.1567,-50.3867,77.23,89,46,7.23,scattered clouds
669,Tsiroanomandidy,MG,-18.7667,46.0333,66.78,77,49,3.6,scattered clouds
670,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,79.45,76,100,1.52,overcast clouds
671,Alegrete,BR,-29.7831,-55.7919,68.83,97,100,11.41,overcast clouds
672,Aylmer,CA,42.7668,-80.983,34.25,87,89,10.87,overcast clouds
673,Oksfjord,NO,70.2396,22.3479,37.58,90,50,1.88,scattered clouds
674,Ahlat,TR,38.7518,42.4814,38.5,54,0,2.55,clear sky
675,Mayumba,GA,-3.432,10.6554,76.32,87,100,7.67,overcast clouds
676,Bonavista,CA,48.6499,-53.1147,34.81,98,100,33.35,snow
677,Mogok,MM,22.9167,96.5,67.91,63,5,2.3,clear sky
678,Kastamonu,TR,41.5,33.6667,37.74,84,59,0.58,broken clouds
679,Illapel,CL,-31.6308,-71.1653,55.27,85,41,2.59,scattered clouds
680,Mangan,IN,27.5167,88.5333,64.33,45,4,0.27,clear sky
681,Palaikastron,GR,35.2,26.25,61.14,76,6,4.68,clear sky
682,Bodden Town,KY,19.2833,-81.25,80.92,80,0,7.34,clear sky
683,Matara,LK,5.9485,80.5353,78.22,84,100,3.47,moderate rain
684,Vostok,RU,46.4856,135.8833,27.21,93,100,4.12,light snow
685,Radovitskiy,RU,55.1282,39.7956,46.98,62,76,18.45,broken clouds
686,Yining,CN,29.0361,114.5636,61.59,57,55,3.53,broken clouds
687,Novopokrovka,UA,49.8425,36.5477,48.31,85,100,14.09,overcast clouds
688,Kuna,US,43.4918,-116.4201,31.62,77,15,4.61,few clouds
689,Myski,RU,53.709,87.8014,33.69,95,100,12.66,light snow
690,Bahia Blanca,AR,-38.7196,-62.2724,57.61,90,98,9.06,overcast clouds
